Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,SalePrice
51,60,NA,13869,6,6,794,676,0,1470,0,1,2,0,3,1,0,182,0,612,794,RL,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,2,388,6,0,0,75,0,0,0,0,0,7,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1997,1997,1997,2007,177000
52,50,52,6240,6,6,816,0,360,1176,0,0,1,0,3,1,0,0,0,816,816,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,528,6,1,112,0,0,0,0,0,400,9,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,MnPrv,Shed,WD,Normal,1934,1950,1985,2006,114500
53,90,110,8472,5,5,816,0,0,816,1,0,1,0,2,1,0,104,712,0,816,RM,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,2,516,5,0,106,0,0,0,0,0,0,5,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1963,1963,1963,2010,110000
54,20,68,50271,9,5,1842,0,0,1842,2,0,0,1,0,1,0,1810,0,32,1842,RL,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,3,894,5,1,857,72,0,0,0,0,0,11,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1981,1987,1981,2006,385000
55,80,60,7134,5,5,1360,0,0,1360,0,0,1,0,3,1,0,384,0,0,384,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,572,6,1,0,50,0,0,0,0,0,2,TA,Min1,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1955,1955,1962,2007,130000
56,20,100,10175,6,5,1425,0,0,1425,0,0,2,0,3,1,272,490,0,935,1425,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,2,576,7,1,0,0,0,407,0,0,0,7,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1964,1964,1964,2008,180500
57,160,24,2645,8,5,983,756,0,1739,1,0,2,1,3,1,456,649,0,321,970,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,480,7,0,115,0,0,0,0,0,0,8,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Abnorml,1999,2000,1999,2009,172500
58,60,89,11645,7,5,860,860,0,1720,0,0,2,1,3,1,0,0,0,860,860,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,565,7,0,0,70,0,0,0,0,0,8,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2004,2004,2006,196500
59,60,66,13682,10,5,1426,1519,0,2945,0,0,3,1,3,1,1031,0,0,1410,1410,RL,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,3,641,10,1,192,0,37,0,0,0,0,10,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2006,2006,2006,2006,438780
60,20,60,7200,5,7,780,0,0,780,0,0,1,0,2,1,0,632,0,148,780,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,1,352,4,0,196,0,0,0,0,0,0,1,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1972,1972,1973,2008,124900
61,20,63,13072,6,5,1158,0,0,1158,1,0,1,1,3,1,0,941,0,217,1158,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2,576,5,0,0,50,0,0,0,0,0,5,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,New,Partial,2004,2004,2006,2006,158000
62,75,60,7200,5,7,581,530,0,1111,0,0,1,0,3,1,0,0,0,530,530,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,1,288,6,0,0,0,144,0,0,0,0,3,Fa,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,WD,Normal,1920,1996,1935,2007,101000
63,120,44,6442,8,5,1370,0,0,1370,0,0,2,0,2,1,178,24,0,1346,1370,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,2,484,6,1,120,49,0,0,0,0,0,10,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2006,2006,2006,2007,202500
64,70,50,10300,7,6,902,808,0,1710,0,0,2,0,3,1,0,0,0,576,576,RM,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,480,9,0,12,11,64,0,0,0,0,4,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,WD,Normal,1921,1950,1990,2010,140000
65,60,NA,9375,7,5,1057,977,0,2034,1,0,2,1,3,1,573,739,0,318,1057,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,645,8,0,576,36,0,0,0,0,0,2,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,GdPrv,NA,WD,Normal,1997,1998,1998,2009,219500
66,60,76,9591,8,5,1143,1330,0,2473,0,0,2,1,4,1,344,0,0,1143,1143,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3,852,9,1,192,151,0,0,0,0,0,10,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2005,2004,2007,317000
67,20,NA,19900,7,5,2207,0,0,2207,1,0,2,0,3,1,287,912,0,1035,1947,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,2,576,7,1,301,0,0,0,0,0,0,7,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1970,1989,1970,2010,180000
68,20,72,10665,7,5,1479,0,0,1479,1,0,2,0,3,1,167,1013,0,440,1453,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,558,7,0,144,29,0,0,0,0,0,6,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2003,2003,2003,2007,226000
69,30,47,4608,4,6,747,0,0,747,0,0,1,0,2,1,0,0,0,747,747,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1,220,4,0,0,0,0,0,0,0,0,6,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1945,1950,1945,2010,80000
70,50,81,15593,7,4,1304,983,0,2287,0,0,2,0,3,1,0,603,0,701,1304,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,2,667,7,1,0,21,114,0,0,0,0,7,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1953,1953,1953,2006,225000
71,20,95,13651,7,6,2223,0,0,2223,1,0,2,0,3,1,1115,1880,0,343,2223,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,2,516,8,2,300,0,0,0,0,0,0,2,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1973,1973,1973,2007,244000
72,20,69,7599,4,6,845,0,0,845,1,0,1,0,2,1,0,565,0,280,845,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,360,4,0,0,0,0,0,0,0,0,6,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1982,2006,1987,2007,129500
73,60,74,10141,7,5,885,833,0,1718,0,0,2,1,3,1,40,0,0,832,832,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,427,7,1,0,94,0,0,291,0,0,12,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1998,1998,1998,2009,185000
74,20,85,10200,5,7,1086,0,0,1086,1,0,1,0,3,1,104,320,362,404,1086,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,2,490,6,0,0,0,0,0,0,0,0,5,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Normal,1954,2003,1989,2010,144900
75,50,60,5790,3,6,840,765,0,1605,0,0,2,0,3,2,0,0,0,840,840,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,1,379,8,0,0,0,202,0,0,0,0,5,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1915,1950,1915,2010,107400
76,180,21,1596,4,5,526,462,0,988,1,0,1,0,2,1,0,462,0,0,462,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1,297,5,0,120,101,0,0,0,0,0,11,TA,Typ,NA,BuiltIn,Unf,TA,TA,Y,NA,GdWo,NA,WD,Normal,1973,1973,1973,2009,91000
77,20,NA,8475,4,7,952,0,0,952,0,0,1,0,2,1,0,228,0,724,952,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,1,283,4,0,0,0,0,0,0,0,0,4,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1956,1956,1956,2008,135750
78,50,50,8635,5,5,1072,213,0,1285,1,0,1,0,2,1,0,336,41,295,672,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,1,240,6,0,0,0,0,0,0,0,0,1,TA,Min1,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1948,2001,1948,2008,127000
79,90,72,10778,4,5,1768,0,0,1768,0,0,2,0,4,2,0,0,0,1768,1768,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,0,0,8,0,0,0,0,0,0,0,0,4,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1968,1968,NA,2010,136500
80,50,60,10440,5,6,682,548,0,1230,0,0,1,1,2,1,0,0,0,440,440,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,440,5,0,74,0,128,0,0,0,0,5,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1910,1981,1966,2009,110000
81,60,100,13000,6,6,1182,960,0,2142,0,0,2,1,4,1,576,448,0,448,896,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1,509,8,1,0,72,0,0,252,0,0,6,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1968,1968,1968,2009,193500
82,120,32,4500,6,5,1337,0,0,1337,1,0,2,0,2,1,443,1201,0,36,1237,RM,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,405,5,0,0,199,0,0,0,0,0,3,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1998,1998,1998,2006,153500
83,20,78,10206,8,5,1563,0,0,1563,0,0,2,0,3,1,468,33,0,1530,1563,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3,758,6,1,144,99,0,0,0,0,0,10,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2007,2007,2007,2008,245000
84,20,80,8892,5,5,1065,0,0,1065,0,0,1,1,3,1,66,0,0,1065,1065,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,461,6,0,74,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,COD,Normal,1960,1960,1974,2007,126500
85,80,NA,8530,7,5,804,670,0,1474,0,0,2,1,3,1,22,0,0,384,384,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,400,7,1,120,72,0,0,0,0,700,5,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,1995,1996,1995,2009,168500
86,60,121,16059,8,5,1301,1116,0,2417,0,0,2,1,4,1,284,0,0,1288,1288,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,462,9,1,127,82,0,0,0,0,0,4,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1991,1992,1991,2006,260000
87,60,122,11911,6,5,684,876,0,1560,0,0,2,1,3,1,0,0,0,684,684,RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,2,400,6,1,100,38,0,0,0,0,0,3,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2005,2005,2005,2009,174000
88,160,40,3951,6,5,612,612,0,1224,0,0,2,1,2,1,76,0,0,612,612,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,2,528,4,0,0,234,0,0,0,0,0,6,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2009,2009,2009,2009,164500
89,50,105,8470,3,2,1013,0,513,1526,0,0,1,0,2,1,0,0,0,1013,1013,C (all),Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,0,0,6,0,0,0,156,0,0,0,0,10,Fa,Typ,NA,NA,NA,NA,NA,N,NA,MnPrv,NA,ConLD,Abnorml,1915,1982,NA,2009,85000
90,20,60,8070,4,5,990,0,0,990,1,0,1,0,3,1,0,588,0,402,990,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,5,0,0,0,0,0,0,0,0,8,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1994,1995,NA,2007,123600
91,20,60,7200,4,5,1040,0,0,1040,0,0,1,0,2,1,0,0,0,0,0,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,NA,NA,NA,NA,NA,GasA,TA,Y,FuseA,2,420,4,0,0,29,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1950,1950,1950,2006,109900
92,20,85,8500,5,3,1235,0,0,1235,0,0,1,0,2,1,203,600,0,635,1235,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,2,480,6,0,0,0,0,0,0,0,0,12,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Abnorml,1961,1961,1961,2006,98600
93,30,80,13360,5,7,964,0,0,964,1,0,1,0,2,1,0,713,0,163,876,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2,432,5,0,0,0,44,0,0,0,0,8,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1921,2006,1921,2009,163500
94,190,60,7200,6,6,1260,1031,0,2291,0,1,2,0,4,2,0,1046,0,168,1214,C (all),Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,GasW,Ex,N,SBrkr,2,506,9,1,0,0,0,0,99,0,0,11,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1910,1998,1900,2007,133900
95,60,69,9337,6,5,905,881,0,1786,1,0,2,1,3,1,0,648,0,176,824,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,684,7,0,0,162,0,0,0,0,0,5,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1997,1997,1997,2007,204750
96,60,NA,9765,6,8,680,790,0,1470,0,0,2,1,3,1,68,310,0,370,680,RL,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,2,420,6,1,232,63,0,0,0,0,480,4,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,1993,1993,1993,2009,185000
97,20,78,10264,7,5,1588,0,0,1588,0,0,2,0,3,1,183,1162,0,426,1588,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,2,472,6,0,158,29,0,0,0,0,0,8,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1999,1999,1999,2006,214000
98,20,73,10921,4,5,960,0,0,960,1,0,1,0,3,1,48,520,0,440,960,RL,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,1,432,6,0,120,0,0,0,0,0,0,5,TA,Typ,NA,Attchd,Fin,TA,TA,P,NA,NA,NA,WD,Normal,1965,1965,1965,2007,94750
99,30,85,10625,5,5,835,0,0,835,0,0,1,0,2,1,0,108,0,350,458,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,SBrkr,1,366,5,0,0,0,77,0,0,0,400,5,TA,Typ,NA,Basment,Unf,Fa,TA,Y,NA,NA,Shed,COD,Abnorml,1920,1950,1920,2010,83000
100,20,77,9320,4,5,1225,0,0,1225,1,0,1,1,3,1,0,569,0,381,950,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,0,0,6,0,352,0,0,0,0,0,400,1,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,Shed,WD,Normal,1959,1959,NA,2010,128950
101,20,NA,10603,6,7,1610,0,0,1610,1,0,2,0,3,1,28,1200,0,410,1610,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,2,480,6,2,168,68,0,0,0,0,0,2,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1977,2001,1977,2010,205000
102,60,77,9206,6,5,977,755,0,1732,0,0,2,1,3,1,336,0,0,741,741,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,476,7,1,192,46,0,0,0,0,0,6,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1985,1985,1985,2010,178000
